Prix de vente,Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Année de construction,Année de rénovation,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface finie sous-sol,Type de finition sous-sol (2),Surface finie sous-sol 2,Surface non finie sous-sol,Total surface sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface du premier étage,Surface du deuxième étage,Surface finie basse qualité (pieds²),Surface habitable totale,Salles de bain complètes sous-sol,Demi-salles de bain sous-sol,Salles de bain complètes,Demi-salles de bain
11.385103457032141,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,68.0,9571.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Moyenne,En dessous de la moyenne,1958.0,1958.0,Pignon,Bardeau composite standard,Brique commune,Brique commune,0.0,Moyen,Médiocre,CBlock,Moyen,Médiocre,Aucune exposition,Non fini,0.0,Unf,0.0,1276.0,1276.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0
11.884495917930655,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel basse densité,100.0,17400.0,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Conversion deux familles,Un étage,Moyenne,Moyenne,1955.0,1955.0,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,1056.0,Unf,0.0,0.0,1056.0,Chauffage à gaz,Moyen,Non,Disjoncteurs,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0
12.310437165348775,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel flottant,69.0,4403.0,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2007.0,2009.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,432.0,Excellent,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Fini - Excellent,578.0,Unf,0.0,892.0,1470.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0
11.652696102959753,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,56.0,8960.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1927.0,1950.0,Pignon,Bardeau composite standard,Bardeaux en bois,,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,1008.0,1008.0,Chauffage à gaz,Bon,Oui,Fusibles anciens,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0
12.337105293891872,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,59.0,11228.0,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1993.0,1993.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Partiellement fini,50.0,GLQ,396.0,499.0,1080.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0
12.106997888588934,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,73.0,8899.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2007.0,2007.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,24.0,Unf,0.0,1316.0,1340.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0
11.915058360753719,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,74.0,7844.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Bon,1978.0,1978.0,Pente,Bardeau composite standard,Panneau dur,Panneau dur,203.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,209.0,Unf,0.0,463.0,672.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,673.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0
12.384223015005313,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,86.0,17400.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1918.0,1950.0,Pente,Bardeau composite standard,Revêtement en bois,Stuc,0.0,Moyen,Moyen,BrkTil,Bon,Moyen,Aucune exposition,Partiellement fini,1128.0,Unf,0.0,242.0,1370.0,Chauffage à gaz (chaudière),Moyen,Non,Fusibles anciens,1370.0,1141.0,0.0,2466.0,1.0,0.0,2.0,1.0
11.744045122410057,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60.0,8160.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Au-dessus de la moyenne,1940.0,1950.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Fini - Moyenne,312.0,Unf,0.0,444.0,756.0,Chauffage à gaz,Médiocre,Non,Fusibles,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0
11.863589378812122,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65.0,8450.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1968.0,1968.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,775.0,Unf,0.0,281.0,1056.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0
12.237091546357338,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,78.0,7060.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Mitchell,Normale,Normale,Duplex,Foyer divisé,Bon,Moyenne,1997.0,1998.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,200.0,Moyen,Bon,PConc,Bon,Bon,Bonne exposition,Fini - Excellent,1274.0,Unf,0.0,35.0,1344.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1344.0,0.0,0.0,1344.0,1.0,0.0,2.0,0.0
12.278397958261774,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,69.0,16635.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Bon,1977.0,2000.0,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,126.0,Bon,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Moyenne,1246.0,Unf,0.0,356.0,1602.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0
11.635151947212842,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,100.0,17400.0,Pavé,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Mitchell,Proche d'une artère principale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1954.0,1954.0,Pente,Bardeau composite standard,Panneau dur,Panneau dur,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,988.0,988.0,Chauffage à gaz,Excellent,Oui,Fusibles anciens,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0
12.660331092405906,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80.0,9200.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,1998.0,1998.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,456.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,986.0,Unf,0.0,484.0,1470.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1470.0,1141.0,0.0,2466.0,1.0,0.0,2.0,1.0
11.842236406331555,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,72.0,9000.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1956.0,1956.0,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,74.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Qualité inférieure,616.0,Unf,0.0,580.0,1196.0,Chauffage à gaz,Bon,Oui,Fusibles anciens,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0
11.813037464800539,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,60.0,3378.0,Pavé,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Bon,Très bon,1946.0,1992.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,0.0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,651.0,651.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0
12.524530013005734,NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,69.0,12800.0,Pavé,Régulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Sawyer Ouest,Normale,Normale,Maison individuelle,Niveaux divisés,Bon,Moyenne,1989.0,1989.0,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,145.0,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,1274.0,Unf,0.0,0.0,1518.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1644.0,0.0,0.0,1644.0,1.0,1.0,2.0,0.0
11.599185726610004,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,77.0,8593.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Au-dessus de la moyenne,1957.0,1957.0,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,288.0,Unf,0.0,619.0,907.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0
12.182809136284991,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,64.0,6762.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2007.0,2007.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,108.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,664.0,Unf,0.0,544.0,1208.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0
12.07254696717504,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,104.0,11457.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1988.0,1988.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition moyenne,Fini - Excellent,1005.0,Unf,0.0,387.0,1392.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0
11.385103457032141,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,1971.0,1971.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,232.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,387.0,Unf,0.0,96.0,520.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,673.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0
11.385103457032141,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60.0,5586.0,Pavé,Légèrement irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une route secondaire,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,1920.0,1998.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,901.0,901.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0
11.715874472198905,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (bout),Deux étages,Moyenne,Moyenne,1971.0,1971.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,376.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,471.0,Unf,0.0,294.0,765.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0
12.10625783509458,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,100.0,10839.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1997.0,1998.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,926.0,926.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0
11.385103457032141,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (intérieur),Foyer divisé,En dessous de la moyenne,Bon,1972.0,1972.0,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,0.0,Moyen,Bon,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,495.0,Unf,0.0,135.0,630.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,673.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0
12.264346270624157,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,43.0,10667.0,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,College Creek,Proche d'un espace vert ou parc,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,1996.0,1996.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,385.0,ALQ,344.0,70.0,799.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0
11.661354090741,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,40.0,4400.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Très bon,1920.0,1950.0,Pignon,Bardeau composite standard,Stuc,Stuc,0.0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,648.0,648.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0
11.686887175419702,1 ÉTAGE ET DEMI - NON AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50.0,6000.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, non aménagé",Au-dessus de la moyenne,Bon,1926.0,2004.0,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,0.0,Bon,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,884.0,884.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0
11.411457364027745,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,40.0,4280.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1916.0,2002.0,Pignon,Bardeau composite standard,Bardeaux en bois,Stuc,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,365.0,Unf,0.0,75.0,520.0,Chauffage à gaz,Moyen,Non,Disjoncteurs,694.0,0.0,0.0,848.0,0.0,0.0,1.0,0.0
11.608244735642321,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,67.0,12354.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Très bon,1920.0,2000.0,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,0.0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Exposition moyenne,Non fini,0.0,Unf,0.0,684.0,684.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0
12.694655727828803,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,104.0,15431.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007.0,2008.0,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,200.0,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1274.0,ALQ,396.0,788.0,1753.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0
11.678448377988165,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,92.0,12108.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Duplex,Un étage,En dessous de la moyenne,En dessous de la moyenne,1955.0,1955.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,270.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,133.0,Unf,0.0,1307.0,1440.0,Chauffage à gaz,Moyen,Non,Fusibles,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0
12.000897933306716,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,52.0,6240.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Bon,1930.0,1992.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,1078.0,1078.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0
12.058158312538197,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,53.0,3922.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,2006.0,2007.0,Pignon,Bardeau composite standard,Bardeaux en bois,,72.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,0.0,Unf,0.0,1258.0,1258.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0
12.25486757159303,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70.0,8750.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1994.0,1995.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Bon,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,642.0,Unf,0.0,273.0,915.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0
11.755879486687116,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,73.0,9855.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1956.0,1956.0,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,1436.0,1436.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0
12.154784614286667,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,104.0,16492.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Adjacente à un espace vert ou parc,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1966.0,2002.0,Pignon,Bardeau composite standard,Brique apparente,Contreplaqué,0.0,Bon,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,247.0,Rec,396.0,557.0,1517.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0
12.20557752297723,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,69.0,11214.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1998.0,1999.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,930.0,930.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0
11.691080018519527,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50.0,8600.0,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,1937.0,1950.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,780.0,780.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0
